Video,Video title,pub_dt,Views,log_views,pub_dow,pub_month,pub_year,video_length,n_countries,subscribed_share,views_7d,likes_7d,comments_7d,avg_view_pct_7d,n_comments_total
iGUiLWFDWfk,Don't Buy My Course..,2020-08-21,7196,8.881419551507804,4,8,2020,523,140,0.7526403557531962,6068.0,344.0,0.0,0.2723671764443796,59.0
jf3j0lWmFPU,The 5 Pillars of Success I Live By,2020-09-11,9743,9.184406989949679,4,9,2020,580,139,0.7327311916247562,5409.0,579.0,0.0,0.41486850735773967,64.0
o-wsyxWbPOw,We Need to Talk About The LinkedIn Machine Learning Assessment.,2022-01-03,11808,9.376617231601282,0,1,2022,369,154,0.6865963599251573,11175.0,581.0,0.0,0.430055512987122,57.0
YR9Faf1uZDg,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),2020-12-10,9268,9.134430777875833,3,12,2020,557,142,0.5743301642178047,4364.0,257.0,0.0,0.31115407019193764,62.0
vwvdtXMcNzI,Why Is Data Engineering So HOT Right Now?,2021-11-26,17268,9.75666826558467,4,11,2021,429,156,0.5222789510327223,12253.0,607.0,0.0,0.402264578125577,61.0
FqNpDNmpcEo,How Zillow Lost $500 MILLION With Machine Learning,2021-12-03,16933,9.737078714202223,4,12,2021,686,152,0.5550293055473329,13129.0,715.0,0.0,0.447088796311795,59.0
Uf0dO-pgOrk,Dealing with Doubt in Data Science (My Impostor Syndrome Story),2020-10-16,6282,8.745602852402946,4,10,2020,347,132,0.6319643425660617,3476.0,282.0,0.0,0.46215313945821224,57.0
rEWPqw6rMGI,The Only Data Science Explanation You Need,2022-01-10,10277,9.237760967552175,0,1,2022,791,155,0.62001579155152,9691.0,697.0,0.0,0.35438993503428845,60.0
uic34RTaI-w,How I Balance Data Science and Content Creation (7 Secrets),2021-01-23,6776,8.821289805136113,5,1,2021,815,132,0.43055350553505534,5392.0,210.0,0.0,0.2501125160440283,59.0
KU__lDJj5iU,How Data Science Projects Pay Off,2021-05-22,9342,9.142382678792956,5,5,2021,386,151,0.6941856729842596,5676.0,415.0,0.0,0.42074840531495894,53.0
KQ80oD_boBM,Kaggle Project From Scratch - Part 2 (Exploratory Data Analysis),2021-01-08,14711,9.596418766284158,4,1,2021,2191,142,0.5870304844855743,4907.0,282.0,0.0,0.14852518229964373,54.0
7O4dpR9QMIM,Data Science Project from Scratch  - Part 5 (Model Building),2020-04-13,27648,10.227344839931181,0,4,2020,2734,163,0.48035772475469785,725.0,48.0,0.0,0.1392915838130902,52.0
AqPquogHwq0,Where to Start Learning Data Science,2020-07-03,16882,9.734062477477194,4,7,2020,268,167,0.5470546402749793,6668.0,392.0,0.0,0.4830041393948415,55.0
UcilY6HDuL8,10000 Subscriber and 100th Video Special (Data Science),2020-05-13,3064,8.027802848370312,2,5,2020,172,136,0.3058093994778068,1324.0,125.0,0.0,0.2619146630124883,55.0
agHKuUoMwvY,Data Science Project from Scratch - Part 7 (Documenting Your Work),2020-04-17,12427,9.427707270512938,4,4,2020,711,149,0.4254993556701031,362.0,31.0,0.0,0.20802177912756664,52.0
3Mm1U1CbzNw,Is Data Science Right For You?,2019-08-18,44051,10.693126033284834,6,8,2019,392,200,0.19089794249897807,259.0,15.0,0.0,0.5231582923851217,53.0
35g8fCi-kbw,7 Incredible Books That Transformed My Health and My Life,2021-11-12,6192,8.731174900938061,4,11,2021,793,137,0.7199223803363519,4202.0,257.0,0.0,0.2727795567691167,50.0
OtqQYqRNDGI,🌶 Hot Topics in Tech: Data Science Explained #SHORTS,2021-01-29,8009,8.988446040062405,4,1,2021,59,134,0.5885293015119331,2855.0,178.0,0.0,0.5982611674489293,50.0
RRSRKf9eQxc,Should You Get A Masters in Data Science?,2018-11-14,18488,9.824931239630352,2,11,2018,337,172,0.19166666666666668,9.0,1.0,0.0,0.22290257171117706,55.0
YbTMIxjk4hI,The YouTube Algorithm EXPLAINED! (Tips from a Data Scientist),2020-08-14,5700,8.648396877031582,4,8,2020,544,143,0.5413150492264416,3484.0,350.0,0.0,0.3760900609593797,48.0
k8YxyrcAXJs,Is Data Visualization Important for Data Science? (A Data Scientist's Perspective),2021-08-20,10403,9.249945626568541,4,8,2021,355,151,0.7404234841193456,5384.0,311.0,0.0,0.38286192544975717,47.0
hcHSSyHbgMQ,My Regrets as a Data Science Student,2021-03-12,20150,9.911009193934975,4,3,2021,495,163,0.4064362336114422,13322.0,458.0,0.0,0.3347908882974958,47.0
XGBigjVy2Eo,The Secret Data Scientists Don't Want You to Know,2020-03-16,9503,9.159468041602427,0,3,2020,222,151,0.5566782443953268,627.0,99.0,0.0,0.5882847487779702,50.0
UpaEjBOMNqs,5 Proven Strategies to Break into a Data Science Job,2020-10-02,8168,9.00810178134187,4,10,2020,334,131,0.5382637443369659,5521.0,278.0,0.0,0.32288271809879593,46.0
rdo8YBasqqA,Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),2020-07-27,5106,8.538367426647644,0,7,2020,730,118,0.6546523016650343,2896.0,184.0,0.0,0.30889040777845944,49.0
yUrrf3Pm33s,Find a Data Science Project With These 3 Techniques,2020-11-06,13931,9.541943631485891,4,11,2020,513,138,0.44266532634451067,9178.0,367.0,0.0,0.22853291772080453,45.0
1FrY7ARSf10,9 Ways You Can Make Extra Income as a Data Scientist,2019-11-18,39347,10.580200426632649,0,11,2019,638,189,0.3146947389833956,759.0,32.0,0.0,0.2896732469574643,36.0
NCyPY-jfb3I,How to Scrape NBA Data Using the nba_api Python Module,2019-12-23,11724,9.36947859331448,0,12,2019,989,126,0.18617157490396927,168.0,12.0,0.0,0.24910081464602696,40.0
_0rHU6qAQe0,git for Data Science Made Simple... (Hopefully),2020-10-23,12643,9.444938073335509,4,10,2020,392,148,0.5238736241982738,5716.0,353.0,0.0,0.313049062186179,44.0
pPfw2fzwNiM,MARCH MADNESS - Will My Machine Learning Model Beat Your Bracket?,2021-03-19,9370,9.145375093123823,4,3,2021,545,144,0.5322546078011144,2832.0,171.0,0.0,0.38248745170099613,45.0
4039x4r-hGE,6 Lessons from #66DaysOfData,2020-11-13,6352,8.756682421266532,4,11,2020,479,135,0.7740157480314961,4010.0,259.0,0.0,0.32695847975204295,45.0
KfpOuSH9gDc,Kaggle vs Github - Which is Best for Your Data Science Portfolio?,2021-06-25,8832,9.086249986745132,4,6,2021,378,147,0.6750283768444949,3771.0,222.0,0.0,0.3948033149620213,47.0
WnB1jsDu900,Reviewing Your Data Science Projects - Episode 8 (College Student Help),2020-06-15,4050,8.30671904320269,0,6,2020,685,124,0.6463324277599407,2706.0,132.0,0.0,0.26291552290694475,20.0
lUUqrRgerd8,What It's Like to be a Socially Distanced Data Scientist (A Day in the Life),2020-04-24,14348,9.571435532348406,4,4,2020,884,180,0.32097302571966263,849.0,82.0,0.0,0.3014503601138958,39.0
4CpmB4TR2C4,Work From Home Data Scientist: Day in the Life,2019-04-12,26586,10.188177653501853,4,4,2019,331,175,0.20054924384922126,37.0,6.0,0.0,0.39673526560926486,37.0
nrEJGGxcoTc,Is Your Phone REALLY Listening to You?,2021-07-03,4569,8.42726848388825,5,7,2021,302,133,0.7988606485539,3350.0,221.0,0.0,0.5038991835317363,43.0
C4OPn58BLaU,How to Set Up Your Data Science Environment (Anaconda Beginner),2020-02-21,75351,11.229925746502653,4,2,2020,597,194,0.18641881739731675,322.0,29.0,0.0,0.27624313435972264,39.0
ITAxTid_1YU,My Daily Battle With Time - Will I Win? [Vlog],2021-03-08,3615,8.193123721512068,0,3,2021,361,122,0.8268326417704011,2484.0,155.0,0.0,0.4816610248790049,38.0
n7kjelw9s2w,Why Kaggle Should Be Your Favorite Data Science Resource #shorts,2021-05-07,14780,9.601097851212073,4,5,2021,59,159,0.39027034351920864,6583.0,304.0,0.0,0.5052020127292143,25.0
nUOh_lDMHOU,Data Science Project from Scratch -  Part 6 (Putting the Model into Production),2020-04-15,18329,9.816294340833752,2,4,2020,2207,157,0.4543716891485992,475.0,45.0,0.0,0.1908521784677473,40.0
-ONQ628CXKQ,Data Scientist Reacts: REAL Data Science Job Application Data,2021-04-16,20158,9.911406117780423,4,4,2021,964,160,0.30185212771239883,12311.0,262.0,0.0,0.1896446774799802,38.0
oHUD2T_VXfI,Reviewing Your Data Science Projects - Episode 18 (Job-Worthy GitHub),2020-08-31,14382,9.573802232603889,0,8,2020,716,140,0.5857222376843864,5981.0,397.0,0.0,0.2914697026760012,40.0
T77uVbLhroQ,How I Got My First Data Science Internship (And How You Can Land One),2019-06-21,20328,9.919803717021065,4,6,2019,633,154,0.29659723248141034,66.0,8.0,0.0,0.425238918456658,39.0
lsXWVPzwZPk,Critiquing MY OWN Data Science Resume,2020-07-06,10854,9.292381082312392,0,7,2020,709,134,0.5707834101382488,3965.0,196.0,0.0,0.2931789349245373,37.0
5v_ulmGv-gc,Inside the Mind of the Ultimate Kaggle Grandmaster (@Abhishek Thakur ) - KNN EP. 10,2020-08-26,13159,9.484937204879309,2,8,2020,2292,148,0.5678984184914841,6896.0,373.0,0.0,0.14859231691888342,38.0
BlSrorP32WM,Why I Have 2 Offices for Data Science & Content Creation,2021-03-26,3543,8.173011311724972,4,3,2021,495,120,0.7311493928268851,2038.0,106.0,0.0,0.3545004130724672,35.0
HJH0gfY6EUg,Reviewing Your Data Science Projects - Episode 5 (Very Detailed Project),2020-05-25,20655,9.935761113086423,0,5,2020,1054,196,0.13381747760832727,3301.0,173.0,0.0,0.2300598803704434,32.0
6tQtwqthUMI,My First Data Science Contracting Side-Gig (How I Did It),2020-07-31,8643,9.064620717626777,4,7,2020,535,158,0.5147058823529411,2828.0,239.0,0.0,0.4065424521555986,37.0
AxP1CL0yaFQ,Should You Learn R for Data Science?,2019-04-25,15243,9.63194126199375,3,4,2019,248,166,0.2065410126748539,29.0,4.0,0.0,0.4737092301180002,31.0
d6FeV8WXPWY,5 Unusual Data Science Projects that Will Land You a Job,2020-10-09,7354,8.903135633035538,4,10,2020,299,129,0.6940664126292869,3875.0,321.0,0.0,0.5420771881845168,36.0
tnpV1etgcxs,The PODCAST you might have asked for?,2020-10-19,1836,7.515889085215125,0,10,2020,139,98,0.7652505446623094,1086.0,73.0,0.0,0.4223937909153268,28.0
8Pi36Nj6P9A,What is Pandas? (Data & Data Science) #shorts,2021-04-30,12931,9.467460138845324,4,4,2021,59,147,0.2790247678018576,6093.0,249.0,0.0,0.4723000888884273,38.0
PWmxLYTixAM,Reviewing Your Data Science Resumes - Episode 12 (3 Different Resumes!),2020-07-20,21053,9.95484584481127,0,7,2020,1064,144,0.3972987111808627,3088.0,135.0,0.0,0.26299854661738925,35.0
vfV4nm004VQ,How She Dominated the FAANG Data Science Interview  (@Tina Huang ) - KNN EP. 11,2020-09-02,15766,9.665674427237482,2,9,2020,2686,145,0.5538139357786521,6607.0,289.0,0.0,0.11380939853742487,35.0
0jTtHYie3CU,Should You Be Excited About Web 3? (As a Data Scientist),2022-01-17,4383,8.385716828627851,0,1,2022,326,130,0.7882871845135996,4079.0,261.0,0.0,0.4832370265917521,33.0
VN12ZPFsApM,How To Learn Programming for Data Science [3 Steps],2020-01-13,25616,10.151011472575716,0,1,2020,486,177,0.43612575668814685,405.0,36.0,0.0,0.3454160050929123,36.0
XWetgrNas-k,What Does a Data Scientist Actually Do?,2019-07-19,25402,10.142622556268384,4,7,2019,387,174,0.20388043221074217,206.0,8.0,0.0,0.42162499335641634,33.0
cnqTU6eJwH0,The TRUTH About My First Data Science Project,2021-10-08,3966,8.28576542051433,4,10,2021,545,127,0.7403455284552846,2348.0,165.0,0.0,0.4516711568329086,32.0
s1gD35Z4eUc,Why are APIs Important for Data Science?,2021-07-09,6540,8.785845337961213,4,7,2021,322,140,0.6714089031665902,3332.0,234.0,0.0,0.504744971367222,32.0
IoUWD1h6xUs,A Quick Data Science Project Tip! #SHORTS,2021-06-03,12328,9.419709489868552,3,6,2021,59,142,0.4534600389863548,7469.0,397.0,0.0,0.6239696383735427,35.0
fU3DOXjwufg,What is the Future of my Comment Leaderboard Project?,2021-02-26,4912,8.499640032168648,4,2,2021,342,129,0.5001018537380322,1875.0,128.0,0.0,0.33584779619577615,36.0
15c7WD-lKUY,ML Ops: What is it REALLY?,2021-10-22,4252,8.355379895253634,4,10,2021,370,124,0.8027803958529689,2966.0,168.0,0.0,0.4260622956295364,28.0
pWVQ0vN5uig,How To Get Data Science Experience (Without a Job),2019-08-08,26360,10.179640924163953,3,8,2019,495,166,0.3616012141908556,526.0,40.0,0.0,0.2574947279113888,31.0
2OnXytYziF0,What is Sports Analytics Really?,2020-01-20,13322,9.497247143960212,0,1,2020,416,157,0.19075882794891058,179.0,11.0,0.0,0.36641672764512545,29.0
Z_KFh-HqaBA,I Wish I Had Known THIS Before Starting in Data Science,2019-05-14,23397,10.060405827607546,1,5,2019,538,172,0.4085428424833248,38.0,6.0,0.0,0.4632985401177199,29.0
DM1eE_Coh6g,Avoid These Data Science Resume Mistakes!,2020-02-10,22787,10.033989360600286,0,2,2020,483,164,0.4271213253064991,477.0,36.0,0.0,0.45628157493235044,29.0
GO420aMtHfk,Kaggle Project From Scratch - Part 3 (Advanced Graphs & Gender Imbalance Analysis),2021-01-16,6827,8.828787083914332,5,1,2021,3659,133,0.6297816209878353,2422.0,121.0,0.0,0.07341774821401818,23.0
hpMc6TgT34I,The 5 Stages of Learning Data Science,2020-03-13,15398,9.642057851228413,4,3,2020,423,162,0.5102637391191374,758.0,90.0,0.0,0.45515338198023897,31.0
jam0xApfC-U,Reviewing Your Data Science Projects - Episode 3 (Student Portfolio),2020-05-11,4028,8.301273485191347,0,5,2020,804,136,0.4867146759374224,1478.0,98.0,0.0,0.2556929471325383,32.0
tJI-1mHeXoA,How to Build a Website  - Building my ULTIMATE Portfolio Website,2021-02-19,5483,8.609590040682205,4,2,2021,1525,129,0.7131386861313869,2741.0,113.0,0.0,0.1257049009081201,23.0
txR8_jGi0Ls,Reviewing Your Data Science Projects - Episode 7 (Incredible Portfolio Website),2020-06-08,8778,9.080117784926209,0,6,2020,904,139,0.558937528499772,4339.0,209.0,0.0,0.22858632258948589,30.0
8Vxjp2KVHqs,Reviewing Your Data Science Projects - Episode 21(The Cleanest Portfolio),2020-09-21,8700,9.071193240566025,0,9,2020,934,136,0.6110152926296424,4253.0,216.0,0.0,0.24155393191452873,26.0
Ft4GVkQQtgk,Data Science Resume Round-Up With @Tina Huang  - Episode 1,2020-09-28,9054,9.111072370317514,0,9,2020,1471,126,0.578569058940617,2739.0,145.0,0.0,0.19335209495437383,27.0
4yI3vVe0Jos,Data Science Fundamentals: Data Cleaning in Python,2019-08-11,10430,9.25253742067597,6,8,2019,2084,145,0.3489578330611853,146.0,14.0,0.0,0.06418003156516168,25.0
N97MhZEp2UQ,Advice from a Data Analytics CEO (@How to Get an Analytics Job) - KNN EP. 17,2020-10-14,9457,9.15461622320382,2,10,2020,3042,147,0.5834479839136416,3263.0,150.0,0.0,0.164473061835835,24.0
-zbLpoJVBMI,What the Heck is WSL 2? (My New Favorite Tool),2021-12-17,5004,8.518192691749322,4,12,2021,368,136,0.7304452466907341,3622.0,186.0,0.0,0.3802692269593661,27.0
TjGFBQC27ng,Business Skills for Data Science: What are they REALLY?,2021-10-18,4413,8.392536586816682,0,10,2021,649,134,0.7369975017033841,2307.0,152.0,0.0,0.3366979715613774,27.0
UKuK2fXu_dU,Why Data-Viz is so Darn Important (@Story by Data | Kate Strachnyi) - KNN EP. 16,2020-09-30,6692,8.808817483100642,2,9,2020,2351,135,0.6792706620833956,3840.0,192.0,0.0,0.16158090760409324,27.0
vy-R4oUZaC8,Data Science Project Example Start to Finish (Deep Learning Image Classifier),2020-03-20,9757,9.185842740375783,4,3,2020,1451,146,0.4626268840356813,855.0,78.0,0.0,0.169540311957879,21.0
Z9dGmL2G-4k,Data Science Fundamentals: Data Exploration in Python (Pandas),2019-07-05,13658,9.522153924002891,4,7,2019,1144,156,0.43548032534622994,78.0,11.0,0.0,0.21491722152847148,25.0
q6Lf2yhvluw,Reviewing Your Data Science Projects - Episode 17 (Best Portfolio Website Yet?),2020-08-24,9384,9.14686794902061,0,8,2020,1108,135,0.5126946874333262,4803.0,220.0,0.0,0.2029451937658056,22.0
qfRhKHV8-t4,Predicting Crypto-Currency Price Using RNN lSTM & GRU,2017-11-18,16558,9.714685039642484,5,11,2017,311,156,0.1387915407854985,32.0,0.0,0.0,0.4750627863561947,22.0
